caseid,weight,fin_cf,rate_econ,have_house,thi_dis,edu,race,worse_fin_cf,higher_thi_dis
3437,10737.633,4,2,3,3,4,3,0,0
3438,8648.8281,1,1,4,3,4,5,1,0
3439,23501.199,4,3,1,3,3,2,0,0
3440,14140.936,4,3,2,3,4,1,0,0
3441,15051.257,2,2,1,3,2,1,1,0
3442,23235.17,3,2,2,3,2,2,0,0
3443,20496.547,3,1,1,3,2,1,0,0
3444,17215.234,2,1,1,3,2,1,1,0
3445,22438.355,2,1,1,3,4,3,1,0
3446,18596.275,3,3,3,3,2,1,0,0
3447,30850.266,3,2,3,3,4,1,0,0
3448,20481.783,3,2,2,3,4,1,0,0
3449,29421.098,2,2,1,3,3,1,1,0
3450,13150.606,3,2,2,3,3,1,0,0
3451,15748.394,4,2,2,3,3,1,0,0
3452,14846.089,3,1,3,2,3,1,0,1
3453,14140.936,2,2,2,3,4,1,1,0
3454,19805.264,3,1,3,2,3,3,0,1
3455,16050.087,2,3,1,3,3,2,1,0
3456,20051.252,1,1,2,3,2,1,1,0
3457,68344.227,5,3,1,3,1,3,0,0
3458,19790.416,3,3,1,3,4,1,0,0
3459,10512.746,2,2,3,2,4,1,1,1
3460,14447.06,2,2,2,3,3,1,1,0
3461,16142.563,3,2,1,3,4,1,0,0
3462,18413.535,3,2,1,3,2,1,0,0
3463,19493.889,3,3,1,3,4,1,0,0
3464,12517.644,2,2,1,4,4,1,1,0
3465,23490.23,5,1,3,1,3,3,0,1
3466,27547.924,2,1,1,3,3,3,1,0
3467,13076.005,3,1,3,3,3,1,0,0
3468,12489.605,4,2,3,2,4,2,0,1
3469,27174.738,3,2,1,3,4,1,0,0
3470,21579.211,2,1,2,3,4,1,1,0
3471,13496.262,3,2,3,3,3,3,0,0
3472,16302.766,2,1,1,3,4,1,1,0
3473,12892.278,1,1,2,3,3,1,1,0
3474,26130.525,3,2,3,3,4,2,0,0
3475,12517.644,3,2,3,2,4,1,0,1
3476,28071.471,5,2,3,1,3,2,0,1
3477,10305.562,3,3,2,2,4,1,0,1
3478,13090.769,1,2,2,3,4,1,1,0
3479,15748.394,2,2,1,3,3,1,1,0
3480,30420.811,3,1,4,3,3,1,0,0
3481,18800.219,2,1,2,3,2,1,1,0
3482,23687.555,3,3,2,4,4,1,0,0
3483,22076.523,3,1,3,3,3,3,0,0
3484,10965.495,1,2,1,2,4,1,1,1
3485,38783.199,3,2,3,3,1,3,0,0
3486,34440.379,3,3,3,3,2,2,0,0
3487,10965.495,4,1,2,3,4,1,0,0
3488,16258.698,3,2,2,3,2,1,0,0
3489,38604,3,2,1,3,1,3,0,0
3490,16667.561,3,3,1,3,3,3,0,0
3491,16551.287,2,1,2,3,4,1,1,0
3492,16887.654,3,2,1,3,3,3,0,0
3493,16417.826,4,1,2,3,3,3,0,0
3494,14146.183,2,1,1,3,3,1,1,0
3495,49737.332,3,1,4,3,2,2,0,0
3496,30850.266,3,2,1,1,4,1,0,1
3497,9406.2002,3,2,2,3,4,3,0,0
3498,13095.626,4,1,2,3,3,1,0,0
3499,23346.051,3,2,3,3,2,1,0,0
3500,19917.973,4,2,1,5,4,1,0,0
3501,10151.149,2,3,2,3,4,1,1,0
3502,31017.521,4,3,1,3,4,4,0,0
3503,18456.277,2,1,1,2,4,3,1,1
3504,20481.783,3,2,1,3,4,1,0,0
3505,24151.623,5,2,3,3,3,3,0,0
3506,20174.898,3,3,3,5,4,1,0,0
3507,7808.2251,3,3,2,2,4,1,0,1
3508,13289.896,3,2,1,3,4,1,0,0
3509,17286.48,3,1,1,1,3,1,0,1
3510,23676.072,4,2,3,2,2,1,0,1
3511,9118.3916,3,2,3,3,4,1,0,0
3512,13090.769,3,3,2,3,4,1,0,0
3513,29857.807,3,2,2,1,2,1,0,1
3514,14140.936,2,2,2,2,4,1,1,1
3515,15116.407,4,2,1,2,4,1,0,1
3516,17203.701,2,2,3,2,4,1,1,1
3517,14146.183,3,2,1,3,3,1,0,0
3518,20481.783,5,2,1,3,4,1,0,0
3519,16168.614,3,2,2,2,4,1,0,1
3520,29390.984,3,2,2,3,2,1,0,0
3521,13431.195,3,2,3,3,4,1,0,0
3522,37592.434,2,2,2,2,4,4,1,1
3523,13205.773,2,1,2,3,3,1,1,0
3524,19162.689,2,1,1,3,2,1,1,0
3525,5080.5229,3,2,3,2,4,5,0,1
3526,17542.51,5,3,3,3,3,3,0,0
3527,21359.971,3,2,1,2,4,3,0,1
3528,13016.027,3,2,2,2,4,4,0,1
3529,15280.206,3,2,1,3,2,1,0,0
3530,20481.783,3,3,2,2,4,1,0,1
3531,19830.359,3,2,1,3,3,2,0,0
3532,18615.475,3,3,1,3,2,1,0,0
3533,10512.746,3,2,3,3,4,1,0,0
3534,15848.012,2,2,1,3,3,2,1,0
3535,16541.23,1,1,2,2,3,1,1,1
3536,7944.3081,1,1,3,3,3,1,1,0
3537,43185.699,3,1,1,2,2,3,0,1
3538,17029.209,3,2,2,2,4,3,0,1
3539,10151.149,2,1,1,3,4,1,1,0
3540,22386.393,2,2,1,3,2,1,1,0
3541,8441.2197,3,3,2,3,4,1,0,0
3542,36975.047,2,1,1,3,2,3,1,0
3543,21500.721,4,3,1,3,3,3,0,0
3544,18746.375,2,1,1,2,2,1,1,1
3545,14140.936,3,2,2,2,4,1,0,1
3546,14052.851,3,2,3,3,4,1,0,0
3547,31918.17,3,2,3,3,1,1,0,0
3548,14861.757,2,1,2,3,2,1,1,0
3549,25976.07,2,2,2,3,4,1,1,0
3550,16705.389,3,2,1,3,3,1,0,0
3551,52145.504,2,2,1,3,2,3,1,0
3552,23922.635,3,2,1,1,4,1,0,1
3553,30694.545,3,1,1,2,3,2,0,1
3554,17759.916,3,2,1,2,4,1,0,1
3555,29526.826,3,2,2,3,4,4,0,0
3556,12641.871,4,2,2,3,4,1,0,0
3557,12953.565,4,3,2,2,3,1,0,1
3558,28122.889,3,2,1,3,3,4,0,0
3559,77040.844,3,2,3,2,1,3,0,1
3560,16412.047,4,1,1,3,4,3,0,0
3561,30242.627,3,2,1,3,3,1,0,0
3562,21917.783,2,2,2,2,2,1,1,1
3563,16302.766,3,3,1,3,4,1,0,0
3564,10151.149,2,2,1,3,4,1,1,0
3565,20858.537,3,3,2,3,3,1,0,0
3566,23415.443,2,2,3,3,3,1,1,0
3567,13317.364,3,3,2,3,4,2,0,0
3568,12622.869,3,2,4,3,4,1,0,0
3569,35906.074,3,1,1,3,2,1,0,0
3570,22608.561,3,2,3,3,2,1,0,0
3571,22386.393,2,2,1,3,2,1,1,0
3572,15923.669,2,1,2,2,2,1,1,1
3573,13090.769,3,3,2,3,4,1,0,0
3574,17215.234,2,2,1,3,2,1,1,0
3575,26763.818,3,3,3,3,3,1,0,0
3576,21057.727,2,2,1,2,4,1,1,1
3577,13526.648,2,1,1,3,4,1,1,0
3578,16551.287,3,2,1,3,4,1,0,0
3579,16142.563,2,1,2,3,4,1,1,0
3580,23922.635,3,2,1,3,4,1,0,0
3581,20411.42,2,2,2,3,2,1,1,0
3582,28993.613,4,2,1,2,4,1,0,1
3583,13992.727,1,1,2,3,3,1,1,0
3584,20174.898,2,2,2,2,4,1,1,1
3585,19493.889,3,3,1,3,4,1,0,0
3586,38473.188,5,2,4,3,3,3,0,0
3587,15320.729,1,1,2,4,2,1,1,0
3588,27400.988,3,1,1,1,2,1,0,1
3589,15116.407,4,2,1,3,4,1,0,0
3590,20174.898,2,2,3,2,4,1,1,1
3591,21579.211,3,3,1,2,4,1,0,1
3592,20450.977,4,2,3,5,3,1,0,0
3593,20481.783,2,1,2,3,4,1,1,0
3594,44450.621,3,2,1,4,2,3,0,0
3595,31436.801,3,1,2,3,2,1,0,0
3596,20273.41,1,1,2,3,2,1,1,0
3597,12967.711,3,2,1,3,4,1,0,0
3598,14447.06,2,2,1,2,3,1,1,1
3599,22386.393,3,1,2,3,2,1,0,0
3600,23983,2,2,1,3,3,1,1,0
3601,14007.173,2,3,4,2,3,1,1,1
3602,11773.241,2,1,1,3,3,1,1,0
3603,9415.9111,2,1,2,3,4,3,1,0
3604,13802.187,3,2,4,2,2,5,0,1
3605,28438.139,2,2,1,3,3,1,1,0
3606,8349.6504,2,1,2,2,4,1,1,1
3607,17272.078,3,2,3,1,2,1,0,1
3608,15093.955,2,2,3,3,2,1,1,0
3609,9091.2637,1,1,3,3,4,1,1,0
3610,18596.275,2,1,2,2,2,1,1,1
3611,33001.109,3,2,3,2,4,1,0,1
3612,15321.62,3,2,1,2,4,1,0,1
3613,8476.6592,3,1,2,3,4,1,0,0
3614,13289.896,4,2,2,3,4,1,0,0
3615,3666.6387,3,2,3,3,3,5,0,0
3616,15280.206,3,2,3,3,2,1,0,0
3617,23346.051,3,2,2,3,2,1,0,0
3618,10512.388,1,1,3,3,4,1,1,0
3619,17011.762,2,1,2,3,3,1,1,0
3620,11074.096,4,3,2,3,4,2,0,0
3621,23602.889,2,2,4,3,2,1,1,0
3622,21238.813,2,3,3,3,2,2,1,0
3623,16745.049,4,2,3,2,4,1,0,1
3624,25043.414,2,2,1,2,3,1,1,1
3625,24159.561,5,2,3,2,4,2,0,1
3626,16183.575,2,1,2,2,2,1,1,1
3627,38783.199,2,2,1,3,1,3,1,0
3628,20051.252,3,3,1,3,2,1,0,0
3629,13763.813,2,2,1,2,4,1,1,1
3630,15297.014,2,2,2,3,3,1,1,0
3631,22761.08,4,2,1,3,4,1,0,0
3632,59662.125,3,3,3,3,1,3,0,0
3633,25905.234,3,2,1,5,3,4,0,0
3634,18014.43,3,2,2,3,3,1,0,0
3635,21736.516,2,1,4,3,3,3,1,0
3636,25715.645,2,3,1,3,3,3,1,0
3637,25856.855,4,1,3,3,1,1,0,0
3638,19771.826,3,2,2,3,3,1,0,0
3639,14140.936,1,1,3,3,4,1,1,0
3640,20481.783,3,3,2,1,4,1,0,1
3641,16302.766,1,1,1,3,4,1,1,0
3642,17215.98,3,2,3,2,1,5,0,1
3643,16302.766,3,3,1,1,4,1,0,1
3644,26646.709,3,1,1,3,2,1,0,0
3645,24369.551,5,3,3,3,2,1,0,0
3646,18615.475,3,1,2,3,2,1,0,0
3647,14140.936,2,1,1,3,4,1,1,0
3648,16860.326,2,1,1,3,2,1,1,0
3649,23687.555,2,1,4,3,4,1,1,0
3650,32891.254,2,2,3,2,2,2,1,1
3651,16834.701,3,1,4,3,4,3,0,0
3652,12953.565,3,2,2,3,3,1,0,0
3653,21515.398,4,3,1,4,4,2,0,0
3654,29857.807,4,1,1,3,2,1,0,0
3655,25685.914,3,1,1,2,4,1,0,1
3656,15092.051,2,1,2,3,4,1,1,0
3657,20089.383,2,1,2,3,3,1,1,0
3658,21057.727,3,3,1,3,4,1,0,0
3659,23235.17,2,1,2,2,2,2,1,1
3660,22087.861,3,2,1,2,4,4,0,1
3661,12233.822,4,1,2,3,3,1,0,0
3662,25332.766,2,1,1,2,3,1,1,1
3663,33949.867,1,1,1,2,3,1,1,1
3664,23661.725,3,3,2,1,4,2,0,1
3665,10352.221,3,1,2,3,3,1,0,0
3666,10965.495,2,2,2,3,4,1,1,0
3667,41604.809,5,3,3,3,1,3,0,0
3668,22781.635,3,2,1,3,4,1,0,0
3669,57486.473,3,1,3,3,1,3,0,0
3670,24377.459,3,2,2,3,2,1,0,0
3671,3666.6387,4,4,3,3,4,5,0,0
3672,20929.551,5,1,2,3,2,1,0,0
3673,40218.309,3,1,2,2,1,3,0,1
3674,19635.494,3,2,3,3,3,2,0,0
3675,13076.005,3,2,2,3,3,1,0,0
3676,17704.762,3,2,2,1,2,1,0,1
3677,14140.936,3,2,3,3,4,1,0,0
3678,13578.493,3,2,1,3,4,1,0,0
3680,27832.473,3,1,3,3,2,2,0,0
3681,9406.2002,3,2,1,1,4,3,0,1
3682,21065.541,5,2,3,3,3,1,0,0
3683,13090.769,2,2,2,2,4,1,1,1
3684,7540.2939,1,1,1,3,3,1,1,0
3685,30366.68,3,3,1,3,3,3,0,0
3686,25652.383,2,2,1,2,3,1,1,1
3687,18615.475,2,1,2,3,2,1,1,0
3688,10151.149,3,3,1,1,4,1,0,1
3689,19495.891,3,3,2,3,2,1,0,0
3690,26423.109,3,1,1,3,4,1,0,0
3691,34923.352,4,2,4,3,3,2,0,0
3692,10739.538,2,1,2,3,4,1,1,0
3693,10953.965,5,3,2,1,4,2,0,1
3694,44941.477,3,1,2,3,1,1,0,0
3695,71528.594,3,2,3,3,2,5,0,0
3696,18641.311,3,1,4,5,4,4,0,0
3697,29895.607,2,2,1,3,2,3,1,0
3698,20174.898,2,3,1,3,4,1,1,0
3699,25652.383,2,2,2,2,3,1,1,1
3700,24048.857,3,3,4,3,3,1,0,0
3701,13374.158,3,3,2,2,3,1,0,1
3702,8953.7773,2,1,1,3,3,5,1,0
3703,20846.656,2,2,2,3,4,1,1,0
3704,29392.945,3,3,1,2,3,3,0,1
3705,22737.604,2,2,1,2,4,1,1,1
3706,18415.605,5,1,1,2,4,1,0,1
3707,15882.463,1,2,2,1,4,1,1,1
3708,20434.361,4,1,3,2,3,2,0,1
3709,23006.846,2,2,3,2,2,2,1,1
3710,10251.686,3,3,3,3,4,2,0,0
3711,43185.699,2,3,1,3,2,3,1,0
3712,28559.191,2,2,1,2,4,1,1,1
3713,24778.035,3,1,1,3,2,1,0,0
3714,29430.787,1,1,3,1,1,1,1,1
3715,24319.438,2,1,2,3,1,1,1,0
3716,17066.893,3,3,2,3,4,2,0,0
3717,36936.91,3,2,2,2,2,3,0,1
3718,18677.051,4,2,2,2,3,1,0,1
3719,15216.283,3,4,1,3,3,3,0,0
3720,20985.109,2,1,4,3,3,1,1,0
3721,24518.488,3,3,3,2,2,3,0,1
3722,18931.299,3,3,1,1,4,1,0,1
3723,21846.045,2,2,2,2,3,3,1,1
3724,13577.597,5,2,2,3,3,1,0,0
3725,31501.207,3,2,3,1,2,3,0,1
3726,30850.266,2,2,1,2,4,1,1,1
3727,15154.037,2,2,4,2,4,1,1,1
3728,21515.83,1,1,1,3,4,1,1,0
3729,15091.212,3,3,2,3,3,1,0,0
3730,9020.8857,3,1,1,1,4,5,0,1
3731,14738.055,2,2,3,2,3,1,1,1
3732,29390.984,2,3,2,2,2,1,1,1
3733,22073.646,4,2,1,3,3,2,0,0
3734,3696.593,3,1,2,3,4,5,0,0
3735,16098.93,3,1,2,3,2,1,0,0
3736,20617.813,3,3,1,2,3,1,0,1
3737,26114.258,1,1,3,3,1,2,1,0
3738,20174.898,3,2,2,3,4,1,0,0
3739,23602.084,2,1,2,3,2,1,1,0
3740,8993.4648,3,1,3,3,1,5,0,0
3741,17260.936,3,1,2,3,3,1,0,0
3742,23905.834,4,2,1,2,3,3,0,1
3743,17782.682,3,1,3,3,2,1,0,0
3744,8416.1064,3,2,3,3,4,1,0,0
3745,23137.725,4,3,1,2,2,1,0,1
3746,30850.266,3,3,1,3,4,1,0,0
3747,17753.326,3,2,4,3,1,1,0,0
3748,15280.206,2,3,3,1,2,1,1,1
3749,26022.539,3,2,4,3,3,1,0,0
3750,24021.215,3,1,4,2,1,5,0,1
3751,21262.451,3,2,2,3,1,1,0,0
3752,19294.174,3,1,1,3,2,1,0,0
3753,30547.111,3,2,1,2,4,1,0,1
3754,15739.146,4,2,2,3,4,3,0,0
3755,13150.606,3,3,1,3,3,1,0,0
3756,24099.488,2,1,3,3,2,1,1,0
3757,27924.863,3,3,4,3,3,1,0,0
3758,14007.078,3,2,3,3,4,3,0,0
3759,19086.793,3,2,4,3,4,1,0,0
3760,19382.588,3,1,2,1,4,4,0,1
3761,41238.531,3,2,2,2,2,3,0,1
3762,24048.857,3,2,4,1,3,1,0,1
3763,21938.109,2,1,1,3,3,1,1,0
3764,10965.495,3,3,2,3,4,1,0,0
3765,12033.683,2,1,2,3,4,1,1,0
3766,29008.236,2,1,2,3,1,1,1,0
3767,10151.149,2,3,1,3,4,1,1,0
3768,20089.383,3,2,1,3,3,1,0,0
3769,22926.031,3,2,2,3,1,1,0,0
3770,3666.6387,2,2,1,2,4,5,1,1
3771,20047.836,5,3,1,4,3,2,0,0
3773,12113.604,2,1,2,2,3,1,1,1
3774,30806.766,4,3,1,3,3,5,0,0
3775,15411.693,3,3,2,3,2,1,0,0
3776,18103.602,3,2,4,1,3,3,0,1
3777,20271.152,2,1,2,3,2,1,1,0
3778,37677.625,2,2,3,4,2,2,1,0
3779,22649.115,5,2,3,3,2,1,0,0
3780,9902.3965,3,2,1,2,4,1,0,1
3781,33502.789,3,1,3,1,2,2,0,1
3782,23647.822,1,2,2,3,3,1,1,0
3783,15882.463,3,3,1,1,4,1,0,1
3784,20753.924,2,2,1,2,4,1,1,1
3785,12978.452,1,1,3,3,3,3,1,0
3786,14981.713,3,1,2,2,2,1,0,1
3787,10305.562,3,2,1,2,4,1,0,1
3788,16302.766,2,2,1,3,4,1,1,0
3789,21057.727,3,3,1,2,4,1,0,1
3790,15923.669,1,1,2,3,2,1,1,0
3791,7885.7158,3,2,4,3,4,1,0,0
3792,12608.317,3,2,3,2,3,2,0,1
3793,7208.1777,4,3,3,3,4,1,0,0
3794,22705.572,2,3,1,3,4,2,1,0
3795,14140.936,2,2,1,2,4,1,1,1
3796,24780.355,4,3,1,2,2,2,0,1
3797,28104.223,3,2,1,2,2,1,0,1
3798,20929.551,3,1,4,3,2,1,0,0
3799,27473.832,3,2,1,3,4,1,0,0
3800,18693.836,2,1,1,3,3,1,1,0
3801,22789.33,2,2,2,3,2,1,1,0
3802,16142.563,4,3,2,1,4,1,0,1
3803,19712.664,1,1,1,3,2,1,1,0
3804,13289.896,3,3,2,2,4,1,0,1
3805,23540.223,3,2,1,2,4,4,0,1
3806,20047.836,3,1,2,2,3,2,0,1
3807,21057.727,3,2,3,2,4,1,0,1
3808,15321.62,4,3,1,3,4,1,0,0
3809,15100.513,3,2,4,3,4,2,0,0
3810,27473.832,3,2,1,2,4,1,0,1
3811,13205.773,3,2,1,3,3,1,0,0
3812,34440.379,1,1,3,3,2,2,1,0
3813,21247.914,4,2,2,2,2,1,0,1
3814,26883.531,3,2,1,2,4,1,0,1
3815,23153.553,4,2,2,3,1,1,0,0
3816,22318.475,3,2,2,2,3,2,0,1
3817,20472.328,3,1,2,3,2,1,0,0
3818,20638.961,4,3,1,2,4,3,0,1
3819,16633.734,3,1,1,3,2,1,0,0
3820,20542.02,3,1,1,3,4,3,0,0
3821,23443.414,2,1,2,2,2,1,1,1
3822,19843.193,5,1,3,3,3,1,0,0
3823,12908.716,3,1,3,3,1,1,0,0
3824,13763.813,3,2,3,2,4,1,0,1
3825,6774.3701,2,2,1,2,4,1,1,1
3826,14555.513,2,1,2,2,2,1,1,1
3827,48399.563,1,2,1,3,3,5,1,0
3828,21057.727,4,2,1,3,4,1,0,0
3829,26139.66,3,2,1,3,3,3,0,0
3830,54863.207,3,1,1,3,2,3,0,0
3831,10965.495,1,2,2,3,4,1,1,0
3832,20142.973,2,1,1,3,4,1,1,0
3833,19183.006,2,1,1,1,2,1,1,1
3834,15472.874,3,3,1,2,4,1,0,1
3835,23413.66,1,1,1,3,3,1,1,0
3836,16098.93,1,1,3,3,2,1,1,0
3837,14856.642,2,1,3,2,4,4,1,1
3838,16976.58,3,3,2,1,3,2,0,1
3839,20250.012,2,2,3,3,3,1,1,0
3840,14140.936,2,2,1,3,4,1,1,0
3841,15529.7,2,2,3,2,3,1,1,1
3842,15346.347,3,1,1,3,4,1,0,0
3843,24099.488,2,2,3,3,2,1,1,0
3844,20239.203,3,2,3,3,3,2,0,0
3845,11523.773,4,2,2,3,4,1,0,0
3846,31976.551,2,1,2,2,2,3,1,1
3847,11182.696,2,3,3,2,3,1,1,1
3848,62683.043,3,2,4,3,2,3,0,0
3849,27775.238,3,1,1,3,1,2,0,0
3850,16490.795,3,3,3,4,4,2,0,0
3851,20831.279,2,1,3,3,2,1,1,0
3852,15051.257,3,2,3,3,2,1,0,0
3853,13207.111,4,1,3,3,4,1,0,0
3854,15978.559,3,2,3,3,4,3,0,0
3855,12328.358,3,3,1,2,4,2,0,1
3856,15116.407,1,3,1,2,4,1,1,1
3857,11325.285,1,1,1,3,3,1,1,0
3858,13763.813,2,1,3,3,4,1,1,0
3859,10443.014,3,2,4,3,2,1,0,0
3860,10512.388,4,3,1,3,4,1,0,0
3861,12758.382,3,1,3,3,2,1,0,0
3862,20472.328,2,1,2,3,2,1,1,0
3863,28968.035,2,2,4,3,2,1,1,0
3864,25322.859,5,2,1,3,4,2,0,0
3865,15051.257,3,2,2,3,2,1,0,0
3866,21744.811,3,2,3,2,4,3,0,1
3867,16814.793,2,1,1,3,4,1,1,0
3868,32818.219,3,3,3,3,1,3,0,0
3869,13205.773,4,2,3,3,3,1,0,0
3870,13202.357,3,2,1,3,4,2,0,0
3871,21295.379,3,1,4,2,3,3,0,1
3872,11327.761,1,1,2,3,4,1,1,0
3873,12517.644,3,4,3,3,4,1,0,0
3874,18880.35,1,1,1,3,3,1,1,0
3875,8349.6504,3,2,1,3,4,1,0,0
3876,43567.301,5,2,1,3,2,2,0,0
3877,14001.978,2,1,1,3,4,1,1,0
3878,28383.135,3,2,1,3,2,1,0,0
3879,12036.973,2,2,1,3,4,5,1,0
3880,18880.35,2,1,2,3,3,1,1,0
3881,16705.389,4,2,1,3,3,1,0,0
3882,25948.904,2,3,1,3,4,4,1,0
3883,17668.77,4,2,1,3,2,1,0,0
3884,10965.495,3,3,2,3,4,1,0,0
3885,22181.646,1,1,1,3,2,1,1,0
3886,21515.83,2,3,2,1,4,1,1,1
3887,33949.867,2,1,1,3,3,1,1,0
3888,7040.6899,1,1,3,3,3,5,1,0
3889,13150.606,3,1,2,3,3,1,0,0
3890,23687.555,4,2,1,2,4,1,0,1
3891,27931.992,3,2,3,5,1,2,0,0
3892,41064.902,2,1,1,3,1,3,1,0
3893,14861.757,2,2,3,1,2,1,1,1
3894,14140.936,2,1,1,3,4,1,1,0
3895,14001.978,3,1,2,3,4,1,0,0
3896,23188.197,3,2,1,2,2,1,0,1
3898,26430.902,3,2,3,3,1,1,0,0
3899,43567.301,3,2,1,3,2,2,0,0
3900,21579.211,3,3,2,2,4,1,0,1
3901,11323.283,3,2,2,1,4,3,0,1
3902,10305.562,2,1,3,3,4,1,1,0
3903,28379.326,3,2,4,3,3,2,0,0
3904,26076.629,5,1,2,1,4,1,0,1
3905,34803.668,1,1,4,1,1,1,1,1
3906,28936.162,3,3,1,3,4,3,0,0
3907,9019.4756,3,1,2,3,4,1,0,0
3908,48016.535,1,1,1,3,2,3,1,0
3909,30401.398,3,2,1,2,3,2,0,1
3910,19131.211,2,1,1,3,3,1,1,0
3911,23188.197,2,2,1,3,2,1,1,0
3912,20929.551,3,2,1,3,2,1,0,0
3913,26327.529,2,2,1,5,3,2,1,0
3914,34837.625,3,1,1,3,2,2,0,0
3915,6958.9766,3,2,3,2,4,3,0,1
3916,10965.495,3,2,3,5,4,1,0,0
3917,10855.392,5,2,3,2,4,3,0,1
3918,19892.941,3,2,3,3,4,1,0,0
3919,15321.62,3,3,1,3,4,1,0,0
3920,35648.523,4,2,3,1,4,1,0,1
3921,16733.457,1,1,2,3,4,1,1,0
3922,17215.234,4,2,1,3,2,1,0,0
3923,14447.06,2,2,2,2,3,1,1,1
3924,14782.927,3,1,3,2,2,1,0,1
3925,14894.234,3,3,3,3,3,2,0,0
3926,34568.816,2,2,2,3,2,3,1,0
3927,20547.068,3,2,3,3,3,2,0,0
3928,13967.336,3,3,2,3,2,1,0,0
3929,13289.896,5,4,1,2,4,1,0,1
3930,30547.111,4,2,1,2,4,1,0,1
3931,12641.871,3,2,1,2,4,1,0,1
3932,29743.756,2,2,3,3,3,1,1,0
3933,17697.471,2,1,2,3,4,1,1,0
3934,16142.563,2,2,1,2,4,1,1,1
3935,66871.469,1,1,3,3,2,3,1,0
3936,31878.633,3,2,2,3,2,3,0,0
3937,14428.018,3,2,1,3,2,1,0,0
3938,16011.183,2,1,2,1,3,1,1,1
3939,26324.525,3,1,1,2,2,1,0,1
3940,13374.158,3,2,3,3,3,1,0,0
3941,25685.914,2,1,1,3,4,1,1,0
3942,20271.152,3,1,2,2,2,1,0,1
3943,40243.848,3,2,4,3,2,1,0,0
3944,17530.783,2,1,1,2,2,1,1,1
3945,4735.521,2,1,3,2,3,5,1,1
3946,14108.287,2,2,2,3,2,5,1,0
3947,20929.551,2,2,1,1,2,1,1,1
3948,15882.463,2,2,2,3,4,1,1,0
3949,10303.332,2,1,1,3,4,3,1,0
3950,9342.6543,3,2,2,3,4,5,0,0
3951,19240.246,2,2,2,3,2,1,1,0
3952,35734.691,3,3,4,3,3,3,0,0
3953,10398.351,1,1,2,3,4,1,1,0
3954,28525.723,3,2,1,2,3,2,0,1
3955,17215.234,2,2,2,3,2,1,1,0
3956,19891.971,3,3,2,2,3,1,0,1
3957,26867.234,3,2,1,3,2,2,0,0
3958,18357.672,3,2,2,3,3,2,0,0
3959,10352.221,3,1,3,3,3,1,0,0
3960,18224.697,3,2,1,2,4,4,0,1
3961,12113.604,2,2,2,3,3,1,1,0
3962,21722.529,3,3,2,3,3,1,0,0
3963,52172.094,2,2,1,2,1,2,1,1
3964,6065.5811,3,3,1,3,4,5,0,0
3965,12220.07,3,2,2,3,4,4,0,0
3966,19843.193,4,3,2,2,3,1,0,1
3967,17404.033,3,2,1,3,2,1,0,0
3968,4941.5669,2,1,1,3,4,5,1,0
3969,11703.031,2,2,1,3,4,1,1,0
3970,16006.381,3,3,3,5,2,1,0,0
3971,8113.314,3,2,1,1,4,5,0,1
3972,17578.869,3,1,3,3,1,1,0,0
3973,18265.902,3,1,3,3,1,1,0,0
3974,12953.565,1,1,1,3,3,1,1,0
3975,17989.736,3,2,1,2,2,5,0,1
3976,15353.288,3,2,1,3,4,2,0,0
3977,22789.33,4,2,3,3,2,1,0,0
3978,16302.766,2,1,1,3,4,1,1,0
3979,21793.367,3,1,2,3,4,1,0,0
3980,41362.359,3,2,3,3,1,3,0,0
3981,25685.914,2,1,2,3,4,1,1,0
3982,19790.416,2,3,3,2,4,1,1,1
3983,13207.111,3,1,2,3,4,1,0,0
3984,14001.978,3,2,2,2,4,1,0,1
3985,34292.027,3,1,1,2,2,3,0,1
3986,8930.8447,1,1,2,3,4,1,1,0
3987,25652.383,3,1,2,3,3,1,0,0
3988,14108.287,3,2,2,3,2,5,0,0
3989,35651.031,2,2,3,5,1,3,1,0
3990,14146.183,2,4,1,1,3,1,1,1
3991,26130.525,3,2,1,2,4,2,0,1
3992,19799.367,4,2,1,3,4,2,0,0
3993,15850.094,2,1,1,3,2,1,1,0
3994,13317.364,3,3,1,3,4,2,0,0
3995,24037.113,5,3,3,3,3,2,0,0
3996,32793.27,3,1,1,3,3,2,0,0
3997,28360.09,5,3,3,3,3,2,0,0
3998,10305.562,3,1,1,3,4,1,0,0
3999,23116.637,4,2,2,3,2,1,0,0
4000,23399.57,3,2,2,4,3,1,0,0
4001,24159.561,5,2,1,1,4,2,0,1
4002,8476.6592,3,2,2,2,4,1,0,1
4003,35802.328,3,2,3,2,2,1,0,1
4004,13294.827,3,2,1,3,3,1,0,0
4005,19437.889,2,2,1,3,2,1,1,0
4006,13090.769,3,2,1,2,4,1,0,1
4007,21509.625,3,1,1,3,2,2,0,0
4008,10739.538,3,2,2,3,4,1,0,0
4009,20472.328,2,2,1,3,2,1,1,0
4010,28530.139,3,3,3,3,4,4,0,0
4011,13090.769,2,2,2,3,4,1,1,0
4012,11497.557,3,3,1,2,3,1,0,1
4013,16302.766,3,2,1,2,4,1,0,1
4014,16258.698,2,2,2,2,2,1,1,1
4015,28559.191,4,2,1,3,4,1,0,0
4016,16814.793,4,3,1,1,4,1,0,1
4017,8349.6504,3,2,2,3,4,1,0,0
4018,10296.169,2,1,3,3,4,1,1,0
